company,code,date,opinion,title,analyst,broker,target,price_then,pid
SK하이닉스,000660,2025-05-26,매수,SK하이닉스(000660) Top Picks,김록호,하나증권,290000,1718000,795886
SK하이닉스,000660,2025-05-26,매수,SK하이닉스(000660) 2026년 HBM 가시화 확보,김선우,메리츠증권,270000,1718000,795822
SK하이닉스,000660,2025-05-23,매수유지,"SK하이닉스(000660) “JHH, Loves SK Hynix!""","류영호,윤진호",NH투자증권,290000,1718000,795746
SK하이닉스,000660,2025-05-21,매수,SK하이닉스(000660) 2025년 하반기 산업 전망,"김형태,여현석",신한투자증권,320000,1718000,795579
SK하이닉스,000660,2025-05-21,매수,SK하이닉스(000660) 투자유망종목,류영호,NH투자증권,290000,1718000,795540
SK하이닉스,000660,2025-05-21,매수유지,SK하이닉스(000660) 더 큰 도약의 기회,류형근,대신증권,280000,1718000,795484
SK하이닉스,000660,2025-05-20,매수,SK하이닉스(000660) 관세를 극복할 AI 모멘텀,박상욱,신영증권,260000,1718000,795402
SK하이닉스,000660,2025-05-19,보유,SK하이닉스(000660) 아직은 저점 매수에 힘쓸 시기,"송명섭,손우성",iM증권,220000,1718000,795271
SK하이닉스,000660,2025-05-15,매수유지,SK하이닉스(000660) 경쟁사와의 실적 차별화 지속 전망,김성래 외,한화투자증권,290000,1718000,794848
SK하이닉스,000660,2025-05-14,매수유지,SK하이닉스(000660) 박스권을 탈피할 2H25,고영민,다올투자증권,290000,1718000,794813
SK하이닉스,000660,2025-05-14,매수,SK하이닉스(000660) 독보적 HBM 점유율 유지 구간,손인준,흥국증권,280000,1718000,794798
SK하이닉스,000660,2025-05-12,매수,SK하이닉스(000660) 더 나은 세상을 만드는 회사,박상욱,신영증권,260000,1718000,794514
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) [2Q26 Review] 또 한 번 증명한 주택 수익성,이혜진,대신증권,93000,58500,837838
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 마진율 개선에 따른 호실적,김기룡,미래에셋증권,100000,58500,837827
DL이앤씨,375500,2026-07-31,매수유지,"DL이앤씨(375500) 2Q26 Review: 주택이 견인한 서프라이즈, 주주환원 본격화",이상호,교보증권,73000,58500,837786
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) [2Q26 Review] 두 개 분기 연속 서프라이즈,"송유림,김예인",한화투자증권,110000,58500,837747
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 2Q26 Review: 빠른 실적 개선,박영도,다올투자증권,89000,58500,837732
DL이앤씨,375500,2026-07-31,매수유지,"DL이앤씨(375500) 2연속 어닝 서프라이즈, Top-Pick 유지",류태환,유진투자증권,121000,58500,837722
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 2Q26 Review: 주주환원으로 연결되는 호실적,조정현,IBK투자증권,107000,58500,837717
DL이앤씨,375500,2026-07-31,매수유지,"DL이앤씨(375500) 2Q26 Re: 인상적인 영업이익, 아쉬운 플랜트 수주",배세호,iM증권,90000,58500,837707
DL이앤씨,375500,2026-07-31,매수유지,"DL이앤씨(375500) TOP Pick 유지, 북미 중심의 수주 확대 기대",신대현,키움증권,120000,58500,837694
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 수익성이 전략이다,김세련,LS증권,87000,58500,837678
DL이앤씨,375500,2026-07-31,매수,"DL이앤씨(375500) 2Q26 Review: 호실적, 주주환원, 성장성 개선까지","문경원,이동석",메리츠증권,97000,58500,837654
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 수익성 개선 효과 지속,김선미,신한투자증권,90000,58500,837653
DL이앤씨,375500,2026-07-31,매수,DL이앤씨(375500) 2Q26 Review; 계속해서 예상치를 상회하는 수익성,허재준,삼성증권,75000,58500,837615
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 내실 다지기는 끝났다,이은상,NH투자증권,81000,58500,837601
DL이앤씨,375500,2026-07-31,매수유지,DL이앤씨(375500) 또 주택 마진 서프라이즈,김승준,하나증권,80000,58500,837561
DL이앤씨,375500,2026-07-31,,DL이앤씨(375500) 2Q26 실적 요약,KB증권,KB증권,0,58500,837560
DL이앤씨,375500,2026-07-20,매수유지,DL이앤씨(375500) 확실하게 안정화된 이익률. 남은 과제는 외형 성장,"장문준,강민창",KB증권,97000,58500,836408
DL이앤씨,375500,2026-07-16,매수유지,"DL이앤씨(375500) 중동 재건 기대는 유효, 사우디 과세 우려는 제한적",김진범,상상인증권,85000,58500,836276
DL이앤씨,375500,2026-07-15,매수유지,DL이앤씨(375500) 2Q26 Preview: 건축주택과 SMR 기대,이상호,교보증권,73000,58500,836180
DL이앤씨,375500,2026-07-15,매수유지,"DL이앤씨(375500) 컨센서스 상회 전망, 무르익어 가는 SMR",류태환,유진투자증권,121000,58500,836163
DL이앤씨,375500,2026-07-15,매수유지,DL이앤씨(375500) 2Q26 Preview: 플랜트 수주가 필요,조정현,IBK투자증권,107000,58500,836126
DL이앤씨,375500,2026-07-14,매수유지,DL이앤씨(375500) 기우를 떨쳐내면 보이는 높은 주가 업사이드,신대현,키움증권,120000,58500,835975
DL이앤씨,375500,2026-07-13,매수유지,"DL이앤씨(375500) 수익성은 확보, 이제 외형을 챙길 시점",김선미,신한투자증권,100000,58500,835828
DL이앤씨,375500,2026-07-09,매수유지,DL이앤씨(375500) 이어 나갈 실적 기대감,김세련,LS증권,100000,58500,835583
DL이앤씨,375500,2026-07-08,매수,DL이앤씨(375500) 2026년 하반기 전망,허재준,삼성증권,115000,58500,835534
DL이앤씨,375500,2026-07-07,매수유지,"DL이앤씨(375500) 무난한 실적, 저평가 해소 포인트는 유효",김기룡,미래에셋증권,100000,58500,835386
DL이앤씨,375500,2026-07-06,매수유지,DL이앤씨(375500) 손에 모든 걸 쥐었다,"송유림,김예인",한화투자증권,110000,58500,825255
DL이앤씨,375500,2026-07-02,매수,DL이앤씨(375500) 주택 투자와 안정성의 Mix,박영도,다올투자증권,89000,58500,825087
DL이앤씨,375500,2026-06-26,매수유지,DL이앤씨(375500) 비 온 땅에 내려앉은 SMR 홀씨,이은상,NH투자증권,110000,58500,824731
DL이앤씨,375500,2026-06-24,매수유지,"DL이앤씨(375500) 사우디의 무리한 과세 통보, 현실화 가능성은 낮음",배세호,iM증권,120000,58500,824631
DL이앤씨,375500,2026-06-24,매수유지,DL이앤씨(375500) 사우디 법인세 과세 이슈 점검,류태환,유진투자증권,144000,58500,824628
DL이앤씨,375500,2026-06-24,매수유지,DL이앤씨(375500) 사우디 과세에 대한 과도한 우려,김승준,하나증권,120000,58500,824616
DL이앤씨,375500,2026-06-24,매수유지,DL이앤씨(375500) 법인세 부과 관련 코멘트,"송유림,김예인",한화투자증권,110000,58500,824613
DL이앤씨,375500,2026-06-18,매수유지,DL이앤씨(375500) 인내의 결과는 달다,박세라,신영증권,100000,58500,824416
DL이앤씨,375500,2026-06-16,매수유지,"DL이앤씨(375500) 이란, 미국 MoU 체결 최대 수혜 건설사",신대현,키움증권,143000,58500,824307
DL이앤씨,375500,2026-06-16,매수,"DL이앤씨(375500) 증명된 주택 수익성, 선점한 SMR 성장성",이혜진,대신증권,106000,58500,824293
DL이앤씨,375500,2026-06-12,매수유지,"DL이앤씨(375500) 2026 하반기 전망:저평가 해소, SMR 성과 여부가 관건",김기룡,미래에셋증권,128000,58500,824215
DL이앤씨,375500,2026-06-12,매수유지,DL이앤씨(375500) 강화된 체력으로 수주 성장 재개,김선미,신한투자증권,100000,58500,824195
DL이앤씨,375500,2026-06-12,매수유지,DL이앤씨(375500) 성장의 활로,"송유림,김예인",한화투자증권,110000,58500,824150
DL이앤씨,375500,2026-06-10,매수유지,"DL이앤씨(375500) 콥데이 후기: ‘SMR’, 그리고 ‘미국’",류태환,유진투자증권,144000,58500,823995
DL이앤씨,375500,2026-06-10,매수유지,DL이앤씨(375500) 26년 하반기 전망: 높아진 이익 레벨과 원전 기대감 대비 현저히 낮은 기업 가치,배세호,iM증권,120000,58500,823994
DL이앤씨,375500,2026-05-19,매수유지,"DL이앤씨(375500) 실적, 그리고 X-Energy SMR",김세련,LS증권,132000,58500,822725
DL이앤씨,375500,2026-05-19,매수유지,"DL이앤씨(375500) SMR, 종전, DL이앤씨 Let’s go",신대현,키움증권,143000,58500,822703
DL이앤씨,375500,2026-05-06,매수,DL이앤씨(375500) 1Q26 Review; 당초 예상보다 높아진 마진 레벨,허재준,삼성증권,115000,58500,820859
DL이앤씨,375500,2026-05-04,매수유지,"DL이앤씨(375500) 어닝 서프라이즈, 기대감을 더하다",김기룡,미래에셋증권,128000,58500,820816
DL이앤씨,375500,2026-05-04,매수유지,"DL이앤씨(375500) 마진, 무섭게 좋다",김세련,LS증권,132000,58500,820735
DL이앤씨,375500,2026-05-04,매수유지,"DL이앤씨(375500) 1Q26 Review : 마진으로 보여준 능력, 원전으로 이어진다","송유림,김예인",한화투자증권,110000,58500,820707
DL이앤씨,375500,2026-05-04,매수유지,DL이앤씨(375500) 아크로(ACRO)디테: 실적과 서사의 조화,류태환,유진투자증권,144000,58500,820699
DL이앤씨,375500,2026-05-04,매수유지,DL이앤씨(375500) SMR 모멘텀에 더해진 높은 주택 마진,신대현,키움증권,149000,58500,820663
DL이앤씨,375500,2026-05-04,매수유지,"DL이앤씨(375500) 확연한 마진 개선세와 SMR, 대형 원전 기회까지",배세호,iM증권,145000,58500,820650
DL이앤씨,375500,2026-05-04,매수유지,DL이앤씨(375500) 믹스 개선만으로 이룬 실적 서프라이즈,김선미,신한투자증권,130000,58500,820627
DL이앤씨,375500,2026-05-04,매수유지,DL이앤씨(375500) 본업 안착과 SMR,이은상,NH투자증권,140000,58500,820557
DL이앤씨,375500,2026-05-04,매수유지,DL이앤씨(375500) 주택 마진 서프라이즈,김승준,하나증권,120000,58500,820523
DL이앤씨,375500,2026-05-04,,"DL이앤씨(375500) 1Q26 Review: 호실적으로 가벼워진 마음, 이제 SMR로","문경원,이동석",메리츠증권,0,58500,820502
DL이앤씨,375500,2026-04-27,,DL이앤씨(375500) X-Energy(XE.US) 상장 이슈 코멘트,신대현,키움증권,0,58500,819900
DL이앤씨,375500,2026-04-27,매수유지,"DL이앤씨(375500) SMR 시장 선도 가능성에 주목, Top-Pick 유지",류태환,유진투자증권,144000,58500,819784
DL이앤씨,375500,2026-04-24,매수유지,DL이앤씨(375500) 재건 기대에 SMR 잠재력까지…,김진범,상상인증권,142000,58500,819667
DL이앤씨,375500,2026-04-21,매수유지,DL이앤씨(375500) 키워드는 이란과 SMR,이은상,NH투자증권,140000,58500,819241
DL이앤씨,375500,2026-04-20,매수유지,DL이앤씨(375500) 튼튼한 재무구조 위에 올린 SMR 특화 전략 부각,조정현,IBK투자증권,131000,58500,819115
DL이앤씨,375500,2026-04-15,매수유지,"DL이앤씨(375500) 질적 성장의 원년, 재평가의 시작",황성현,유진투자증권,144000,58500,818855
DL이앤씨,375500,2026-04-15,매수유지,DL이앤씨(375500) YTD +141% 상승에도 여전히 저평가 구간,배세호,iM증권,145000,58500,818824
DL이앤씨,375500,2026-04-15,매수유지,"DL이앤씨(375500) SMR로 연간 2,000억원 이상 영업이익 기대",신대현,키움증권,142000,58500,818804
DL이앤씨,375500,2026-04-14,매수유지,DL이앤씨(375500) 플랜트 잠재안건 확대가 긍정적,김선미,신한투자증권,120000,58500,818774
DL이앤씨,375500,2026-04-14,매수유지,DL이앤씨(375500) 퀄리티 높은 저P/B주 + 각종 모멘텀. 이제 의지의 차례,"장문준,강민창",KB증권,120000,58500,818679
DL이앤씨,375500,2026-04-10,매수유지,"DL이앤씨(375500) SMR에 특화된 원전 전략, 첫 단추부터 매우 성공적",이선일,BNK투자증권,130000,58500,818444
DL이앤씨,375500,2026-04-10,매수유지,"DL이앤씨(375500) 실적 기대감은 제한적이나, 다수의 모멘텀 보유",김기룡,미래에셋증권,128000,58500,818441
DL이앤씨,375500,2026-04-10,매수유지,DL이앤씨(375500) 아직도 편안한 밸류에이션,김세련,LS증권,128000,58500,818425
DL이앤씨,375500,2026-04-08,매수유지,"DL이앤씨(375500) 대형원전과 SMR, 동시에 가져가는 포지션",류태환,유진투자증권,105000,58500,818140
DL이앤씨,375500,2026-04-08,매수,DL이앤씨(375500) 수주 우려를 덜어줄 SMR 모멘텀,신대현,키움증권,103000,58500,818092
DL이앤씨,375500,2026-04-08,매수유지,DL이앤씨(375500) 무난한 1분기,김승준,하나증권,100000,58500,818045
DL이앤씨,375500,2026-04-03,매수,DL이앤씨(375500) 1Q26 Preview: X-Energy 상장 모멘텀 주목,"문경원,이동석",메리츠증권,91000,58500,817764
DL이앤씨,375500,2026-03-31,매수유지,DL이앤씨(375500) 퀄리티 높은 저P/B주 + SMR 모멘텀,"장문준,강민창",KB증권,80000,58500,817510
DL이앤씨,375500,2026-03-26,매수유지,DL이앤씨(375500) 원전 밸류체인의 성과와 기대감,김기룡,미래에셋증권,102000,58500,817367
DL이앤씨,375500,2026-03-23,매수유지,DL이앤씨(375500) 나는 상한가를 처음 보았다,"송유림,김예인",한화투자증권,110000,58500,817147
DL이앤씨,375500,2026-03-10,매수유지,DL이앤씨(375500) 플랜트 수주 및 신사업에 방점,이선일,BNK투자증권,54000,58500,816575
DL이앤씨,375500,2026-02-26,매수유지,DL이앤씨(375500) Earnings X Energy,"장문준,강민창",KB증권,65000,58500,816183
DL이앤씨,375500,2026-02-10,매수,DL이앤씨(375500) 건설 업황 회복에 동행합니다,"박세라,권혁",신영증권,68000,58500,815101
DL이앤씨,375500,2026-02-09,매수유지,"DL이앤씨(375500) 실적 모멘텀은 제한적, 주가 기대감은 상존",김기룡,미래에셋증권,57000,58500,814898
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 플랜트 수주에 달렸다,"송유림,김예인",한화투자증권,54000,58500,814865
DL이앤씨,375500,2026-02-09,보유,DL이앤씨(375500) 4Q25 Review: 의지만 확인된다면,박영도,다올투자증권,49000,58500,814852
DL이앤씨,375500,2026-02-09,매수유지,"DL이앤씨(375500) 4Q25 Review: 이익은 베이스, 수주로 레이스",조정현,IBK투자증권,58000,58500,814843
DL이앤씨,375500,2026-02-09,시장상회,DL이앤씨(375500) 플랜트 수주에 대한 가시성 확보 필요,신대현,키움증권,52000,58500,814835
DL이앤씨,375500,2026-02-09,매수유지,"DL이앤씨(375500) 개선될 2026년 실적, 신규 플랜트 수주가 중요",배세호,iM증권,60000,58500,814830
DL이앤씨,375500,2026-02-09,매수,"DL이앤씨(375500) 준비된 이익 정상화, 플랜트 수주가 응답할 시간",류태환,유진투자증권,52000,58500,814812
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 밸류에이션 갭을 메워보자,김세련,LS증권,56000,58500,814804
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 4Q25 Review: 주택건축 높은 수익성은 여전하나,이상호,교보증권,55000,58500,814799
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 아크로에 SMR 더하기,이은상,NH투자증권,61000,58500,814787
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 2026년 플랜트부문 향방이 중요,김선미,신한투자증권,59000,58500,814780
DL이앤씨,375500,2026-02-09,매수,"DL이앤씨(375500) 4Q25 Review: 주택은 견고, 플랜트 수주는 아직 물음표",문경원,메리츠증권,55000,58500,814747
DL이앤씨,375500,2026-02-09,매수,DL이앤씨(375500) 4Q25 Review; 올해로 이연된 수주 모멘텀,허재준,삼성증권,57000,58500,814734
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 회복한 주택 마진,김승준,하나증권,55000,58500,814702
DL이앤씨,375500,2026-02-09,매수유지,DL이앤씨(375500) 주택은 확실히 좋아졌고 플랜트 수주만 개선되면 된다,"장문준,강민창",KB증권,59000,58500,814696
DL이앤씨,375500,2026-02-09,,DL이앤씨(375500) 4Q25 실적 요약,KB증권,KB증권,0,58500,814680
DL이앤씨,375500,2026-01-21,매수유지,DL이앤씨(375500) 4Q25 Preview: 아쉽지만 예상했던 수준,이상호,교보증권,55000,58500,812936
DL이앤씨,375500,2026-01-19,매수유지,DL이앤씨(375500) [4Q25 Preview] 실적은 언급했던 수준 그대로,김진범,상상인증권,54000,58500,812613
DL이앤씨,375500,2026-01-15,매수유지,DL이앤씨(375500) 낮아진 실적 눈높이와 기대감,김기룡,미래에셋증권,51000,58500,812433
DL이앤씨,375500,2026-01-15,매수유지,DL이앤씨(375500) 4Q25 Preview: 장기 사업 방향성 제시 필요,조정현,IBK투자증권,58000,58500,812373
DL이앤씨,375500,2026-01-14,매수유지,DL이앤씨(375500) 2026년 믹스 개선 효과 유효,김선미,신한투자증권,60000,58500,812288
DL이앤씨,375500,2026-01-14,보유,DL이앤씨(375500) 비용 반영보다 아쉬운 수주,류태환,유진투자증권,46000,58500,812243
DL이앤씨,375500,2026-01-12,매수유지,DL이앤씨(375500) 가이던스 달성 전망하나 올해 외형 감소 불가피,신대현,키움증권,52000,58500,811933
DL이앤씨,375500,2026-01-09,매수유지,DL이앤씨(375500) 예고된 비용 반영,"김승준,하민호",하나증권,55000,58500,811767
DL이앤씨,375500,2026-01-08,매수,DL이앤씨(375500) 비용 반영의 4분기,김세련,LS증권,48000,58500,811727
DL이앤씨,375500,2026-01-07,매수유지,DL이앤씨(375500) 예고된 실적 부진. 외형 성장 필요하다,"장문준,강민창",KB증권,55000,58500,811681
DL이앤씨,375500,2026-01-06,매수유지,DL이앤씨(375500) 안착한 주택 수주에 SMR 한 스푼,이은상,NH투자증권,61000,58500,811440
DL이앤씨,375500,2025-12-09,매수유지,"DL이앤씨(375500) 순현금 1조원에 글래드 여의도까지, 이 시총이 맞나요?",배세호,iM증권,52000,58500,810642
DL이앤씨,375500,2025-11-28,매수,DL이앤씨(375500) 2026년 연간 전망,허재준,삼성증권,40000,58500,810227
DL이앤씨,375500,2025-11-26,매수유지,DL이앤씨(375500) 늘 아쉬운 건 성장,"송유림,김예인",한화투자증권,49000,58500,809934
DL이앤씨,375500,2025-11-18,보유,DL이앤씨(375500) 실적 안정세 확인이 순서,김세련,LS증권,45000,58500,809373
DL이앤씨,375500,2025-11-18,보유,DL이앤씨(375500) 곳간만 채우면 된다,류태환,유진투자증권,46000,58500,809357
DL이앤씨,375500,2025-11-13,매수유지,DL이앤씨(375500) 플랜트 부담에 가려진 수익성 개선,조정현,IBK투자증권,58000,58500,808582
DL이앤씨,375500,2025-11-11,매수유지,"DL이앤씨(375500) 주택 수익성 개선세는 긍정적이나, 플랜트 수주 필요",배세호,iM증권,52000,58500,808302
DL이앤씨,375500,2025-11-10,매수유지,DL이앤씨(375500) 주택원가율 개선 추세 인상적,이선일,BNK투자증권,54000,58500,808104
DL이앤씨,375500,2025-11-10,매수유지,"DL이앤씨(375500) [3Q25 Review] 컨센서스 부합, 여전히 증명할 부분은 잔존",김진범,상상인증권,54000,58500,808073
DL이앤씨,375500,2025-11-07,매수유지,"DL이앤씨(375500) 3분기 호실적, 연간 가이던스는 하향 조정",김기룡,미래에셋증권,59000,58500,807880
DL이앤씨,375500,2025-11-07,보유,DL이앤씨(375500) 3Q25 Review: 성장이 필요,박영도,다올투자증권,45000,58500,807836
DL이앤씨,375500,2025-11-07,매수유지,"DL이앤씨(375500) ‘25년 가이던스 하향, 불안한 ‘26년",신대현,키움증권,52000,58500,807812
DL이앤씨,375500,2025-11-07,보유,DL이앤씨(375500) 흔들리는 돌다리,김세련,LS증권,45000,58500,807804
DL이앤씨,375500,2025-11-07,매수유지,"DL이앤씨(375500) 3Q25 Re, 안정적 실적, 그 이상이 필요해","김선미,김영서",신한투자증권,56000,58500,807757
DL이앤씨,375500,2025-11-07,매수,DL이앤씨(375500) 3Q25 Review: 뜻밖의 암초,문경원,메리츠증권,53000,58500,807744
DL이앤씨,375500,2025-11-07,매수,DL이앤씨(375500) 3Q25 review; 양호한 실적에도 가이던스 하향 조정,허재준,삼성증권,57000,58500,807738
DL이앤씨,375500,2025-11-07,매수유지,DL이앤씨(375500) 주택마진은 좋았으나 가이던스는 하향,"김승준,하민호",하나증권,55000,58500,807692
DL이앤씨,375500,2025-11-07,,DL이앤씨(375500) 3Q25 실적 요약,KB증권,KB증권,0,58500,807686
DL이앤씨,375500,2025-10-22,매수유지,DL이앤씨(375500) 손익보다 아쉬운 수주 실적,김기룡,미래에셋증권,59000,58500,805717
DL이앤씨,375500,2025-10-20,매수,DL이앤씨(375500) SECTOR REPORT,"김선미,김영서",신한투자증권,57000,58500,805359
DL이앤씨,375500,2025-10-20,매수유지,DL이앤씨(375500) 3Q25 Preview: 해외 수주가 필요하다,조정현,IBK투자증권,58000,58500,805311
DL이앤씨,375500,2025-10-14,매수유지,DL이앤씨(375500) 주택 마진 개선되나 수주 부진에 따른 외형이 문제,"장문준,강민창",KB증권,56500,58500,804697
DL이앤씨,375500,2025-10-13,매수유지,"DL이앤씨(375500) 다시 낮아진 주가, 반등에 무게","송유림,김예인",한화투자증권,62000,58500,804649
DL이앤씨,375500,2025-10-13,매수유지,DL이앤씨(375500) 내년으로 이연된 이익,"김승준,하민호",하나증권,55000,58500,804566
DL이앤씨,375500,2025-10-02,매수유지,DL이앤씨(375500) 2년간의 수주 부진을 해결할 필요,신대현,키움증권,52000,58500,804410
DL이앤씨,375500,2025-10-02,매수,"DL이앤씨(375500) 리스크 관리 확인, 이제는 성장이 필요",문경원,메리츠증권,53000,58500,804364
DL이앤씨,375500,2025-09-18,매수유지,"DL이앤씨(375500) 원가율 우위, SMR 기대 유효",이은상,NH투자증권,61000,58500,803646
DL이앤씨,375500,2025-08-27,매수유지,DL이앤씨(375500) 사고로 인한 주가하락 과도,신대현,키움증권,61000,58500,802874
DL이앤씨,375500,2025-08-07,매수유지,DL이앤씨(375500) 수익성과 수주의 희비교차,장윤석,유안타증권,67000,58500,801207
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) [2Q25 Review] 이제 성장을 더할 차례,"송유림,김예인",한화투자증권,62000,58500,800853
DL이앤씨,375500,2025-08-01,매수유지,"DL이앤씨(375500) 안정된 원가율 증명, 수주 검증은 하반기로",김진범,상상인증권,62000,58500,800838
DL이앤씨,375500,2025-08-01,매수유지,"DL이앤씨(375500) 오~ 원가율, 음… 수주",박세라,신영증권,53000,58500,800811
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 2Q25 Review: 아쉬운 수주,박영도,다올투자증권,56000,58500,800767
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 하반기 주택부문 매출총이익률 17% 전망,신대현,키움증권,61000,58500,800763
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 2Q25 Review: 주택의 뚜렷한 이익 개선,이상호,교보증권,66000,58500,800726
DL이앤씨,375500,2025-08-01,매수유지,"DL이앤씨(375500) 기대감도 있고, 챌린지도 있다",김세련,LS증권,67000,58500,800721
DL이앤씨,375500,2025-08-01,매수,"DL이앤씨(375500) 2Q25 Review: 믿음직한 이익, 수주는 아직",문경원,메리츠증권,62000,58500,800705
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 이제 관심은 ‘신규수주’로,"김선미,김영서",신한투자증권,66000,58500,800696
DL이앤씨,375500,2025-08-01,매수,"DL이앤씨(375500) 2Q25 review; 실적은 안정화, 남은 건 수주 확보",허재준,삼성증권,63000,58500,800657
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 신뢰를 확인한 주택 원가율,김기룡,미래에셋증권,67000,58500,800628
DL이앤씨,375500,2025-08-01,매수유지,"DL이앤씨(375500) 다져가는 내실, 진화하는 원전",이은상,NH투자증권,72000,58500,800601
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 일회성 없이 깔끔한 서프라이즈. 정상화 구간 진입,"장문준,강민창",KB증권,70000,58500,800586
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 2Q25 Review: 주택 중심 이익 회복 본격화,조정현,IBK투자증권,58000,58500,800583
DL이앤씨,375500,2025-08-01,매수유지,DL이앤씨(375500) 3분기 실적이 매우 중요해졌다,"김승준,하민호",하나증권,55000,58500,800582
DL이앤씨,375500,2025-08-01,,DL이앤씨(375500) 2Q25 AI 실적 요약,KB증권,KB증권,0,58500,800578
DL이앤씨,375500,2025-07-18,매수유지,DL이앤씨(375500) 2Q25 Preview: 실적 회복과 SMR은 순항 중,이상호,교보증권,66000,58500,799245
DL이앤씨,375500,2025-07-15,매수유지,DL이앤씨(375500) 2Q25 Preview: 남들보다 빠른 개선에 원전 한줌,신대현,키움증권,61000,58500,799056
DL이앤씨,375500,2025-07-11,매수유지,DL이앤씨(375500) 뚜렷한 주택 원가율 개선,김기룡,미래에셋증권,67000,58500,798732
DL이앤씨,375500,2025-07-11,매수유지,DL이앤씨(375500) 2Q25 Preview: 순탄한 회복세와 남겨진 과제,김진범,상상인증권,62000,58500,798728
DL이앤씨,375500,2025-07-10,매수유지,DL이앤씨(375500) 2Q25 Preview: 고속도로 진입,조정현,IBK투자증권,58000,58500,798617
DL이앤씨,375500,2025-07-09,매수유지,DL이앤씨(375500) 2Q25 Preview: 모든 것이 순조롭다,배세호,iM증권,63000,58500,798450
DL이앤씨,375500,2025-07-07,매수유지,DL이앤씨(375500) 실적에 더해지는 모멘텀,김세련,LS증권,67000,58500,798115
DL이앤씨,375500,2025-07-04,매수유지,DL이앤씨(375500) 정체된 실적 추정치,"송유림,김예인",한화투자증권,62000,58500,798029
DL이앤씨,375500,2025-07-04,매수유지,DL이앤씨(375500) 무소식이 희소식,장윤석,유안타증권,67000,58500,797958
DL이앤씨,375500,2025-07-02,매수유지,DL이앤씨(375500) 2Q25 Preview : SMR Boom! 상승 여력 충분,이태환,대신증권,62000,58500,797755
DL이앤씨,375500,2025-07-01,매수유지,DL이앤씨(375500) 가장 빠른 원가 개선 사이클 진입 + 미국 SMR 확대 콜옵션,"장문준,강민창",KB증권,74000,58500,797636
DL이앤씨,375500,2025-06-27,매수유지,DL이앤씨(375500) X-Energy 지분 가치의 재평가,이은상,NH투자증권,72000,58500,797452
DL이앤씨,375500,2025-06-12,매수,DL이앤씨(375500) 가장 빠른 주택 수익성 개선은 단기 SMR은 중장기,이상호,교보증권,66000,58500,796718
DL이앤씨,375500,2025-06-09,매수유지,DL이앤씨(375500) 실적에 SMR 모멘텀 한스푼,김세련,LS증권,67000,58500,796572
DL이앤씨,375500,2025-05-29,매수유지,DL이앤씨(375500) 인적분할 이후 첫 이익 증가 시현,김기룡,미래에셋증권,61000,58500,796233
DL이앤씨,375500,2025-05-28,매수유지,DL이앤씨(375500) 원전 기대감과 수준이 다른 마진,신대현,키움증권,61000,58500,796163
DL이앤씨,375500,2025-05-27,매수유지,DL이앤씨(375500) 저마진 주택사업 종료로 이익 증가세 확대,이선일,BNK투자증권,60000,58500,796012
DL이앤씨,375500,2025-05-26,매수유지,DL이앤씨(375500) 뚜렷한 증익,"송유림,김예인",한화투자증권,62000,58500,795842
DL이앤씨,375500,2025-05-26,매수,DL이앤씨(375500) 모든 투자 포인트를 한 번에 모아,김진범,상상인증권,62000,58500,795813
DL이앤씨,375500,2025-05-09,매수유지,DL이앤씨(375500) 자회사 실적 가시성 확보,신대현,키움증권,61000,58500,794245
DL이앤씨,375500,2025-05-09,매수,DL이앤씨(375500) 1Q25 NDR 후기: 수익성 정상화 진행 중,조정현,IBK투자증권,53000,58500,794012
DL이앤씨,375500,2025-05-07,매수유지,DL이앤씨(375500) 고원가 현장 마무리로 이익증가세 확대,이선일,BNK투자증권,52000,58500,793843
DL이앤씨,375500,2025-05-02,매수유지,DL이앤씨(375500) 구조적 원가 정상화는 순항 중,장윤석,유안타증권,51000,58500,793581
